NOUN,NOUN_LEMMA,DERIV_TYPE,GENDER,VERB,VERB_LEMMA,TYPE_ONTO,TYPE_REL,EXAMPLE_N,EXAMPLE_V,V_TRANS,V_DYN,V_DUR,V_TEL,V_POST_PHASE,V_ROL_SUBJ,V_ROL_OBJ,V_ROL_OBQ,N_DYN,N_DUR,N_TEL,N_POST_PHASE,N_ROL_ARG1,N_ROL_ARG2,N_ROL_ARG3,PLURALIA_TANTUM
militance_1,militance,ance,f,militer_1,militer,evt,tsp,"Le fait est qu'au cours de ma militance à Lotta Continua, tout en ayant participé aux activités normales d'un service d'ordre, par exemple pendant les manifestations, les meetings, les piquets de grève aux portes des usines ou des écoles, et en d'autres occasions de l'action politique, je n'ai jamais eu de responsabilités particulières dans ce genre de fonction.","Le jour où des nazis sauveront le peuple du capitalisme, les poules auront des dents et les Rockfeller militeront pour la socialisation des moyens de production.",n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
militant_1,militant,ant,m,militer_1,militer,anm,agt,"Devant ses militants, Antonis Samaras a rejeté la possibilité d'une coalition avec le parti socialiste Pasok et son leader Evangélos Vénizélos, avec lequel son parti Nouvelle Démocratie gouverne à contrecoeur depuis novembre pour éviter la faillite du pays.","Le jour où des nazis sauveront le peuple du capitalisme, les poules auront des dents et les Rockfeller militeront pour la socialisation des moyens de production.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
militante_1,militante,ante,f,militer_1,militer,anm,agt,"Je garde d'elle le souvenir d'une militante active, courageuse et dévouée.","Le jour où des nazis sauveront le peuple du capitalisme, les poules auront des dents et les Rockfeller militeront pour la socialisation des moyens de production.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
minaudage_1,minaudage,age,m,minauder_1,minauder,evt,tsp,"Le minaudage de la jeune fille ne résiste pas à l'enthousiasme, à l'audace de notre adolescent.","Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
minaudement_1,minaudement,ment,m,minauder_1,minauder,evt,tsp,"Conrad cru déceler, au fond de son minaudement, un imperceptible changement de ton.","Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
minauderie_1,minauderie,erie,f,minauder_1,minauder,evt,tsp,Ses minauderies de petite fille bien élevée étaient particulièrement horripilantes,"Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
minauderie_2,minauderie,erie,f,minauder_1,minauder,ppt,cau,"Et enfin, Béatrice Lahout, jubilatoire dans le rôle de la mère désireuse de marier sa fille, jouant de son éventail et de sa minauderie.","Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,n,na,na,na,pvt,na,na,n
minaudeur_1,minaudeur,eur.m,m,minauder_1,minauder,anm,agt,Le Drian n'est pas un minaudeur. Le rôle du ministre et du candidat doublement irremplaçables commence à sacrément lui peser.,"Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
minaudeuse_1,minaudeuse,euse,f,minauder_1,minauder,anm,agt,"Suzanne Abbuehl est une grande dans le monde réel du jazz, elle est sur un chemin de crête loin des hurleuses ou des minaudeuses","Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
minaudier_1,minaudier,ier,m,minauder_1,minauder,anm,agt,Place tes défenses pour anéantir les dangereux insectes sans aucune pitié. Ce jeu n'est pas pour les minaudiers!,"Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
minaudière_1,minaudière,ière,f,minauder_1,minauder,anm,agt,"Et maintenant, on lui parle de petites minaudières qui vouvoient leurs mamans. C'est infâme!","Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
minaudière_2,minaudière,ière,f,minauder_1,minauder,art,ins,"Alors, ne lésinez pas sur les minaudières qui ne servent (presque) à rien d'autre qu'à faire joli, les ceinture bijoux ou encore les boucles...","Enfants, ils n'ont jamais joué à «papa», quand sœur et cousines minaudaient avec leurs baigneurs dans les bras.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
mirage_1,mirage,age,m,mirer_se_2,mirer,nat,thm,Un mirage se forme lorsque certaines conditions climatiques sont réunies.,"Il y a plus loin, de l'autre côté, le village des charbonnières qui se mire dans l'eau claire.",n,n,y,n,n,thm,na,loc,na,na,na,na,na,na,na,n
mirage_2,mirage,age,m,mirer_se_2,mirer,cog,thm-fig,On y découvre un tacticien hors pair au jeu subtil et un homme intelligent qui ne s'est jamais laissé aveugler par les mirages de la gloire.,"Il y a plus loin, de l'autre côté, le village des charbonnières qui se mire dans l'eau claire.",n,n,y,n,n,thm,na,loc,na,na,na,na,na,na,na,n
mirette_1,mirette,ette,f,mirer_1,mirer,nat,ins,"«Pendant un match, en jeunes, j'ai pris la balle dans l'oeil. Sur le coup, ça ne paraissait pas très grave, et je ne l'ai pas vraiment soigné.» La mirette gauche ne s'en remettra pas, avec aujourd'hui un ou deux dixièmes tout au plus.","Quand elle me mirait, la bouche de Maman se tordait bizarrement, les dents crispées sur son rouge à lèvres trop clair.",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
mireur_1,mireur,eur.m,m,mirer_1,mirer,anm,agt,"En réalité, c’est au travers de la discussion avec le patient que le mireur collectait quelques éléments stratégiques sur la maladie.","Quand elle me mirait, la bouche de Maman se tordait bizarrement, les dents crispées sur son rouge à lèvres trop clair.",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
mireuse_1,mireuse,euse,f,mirer_1,mirer,anm,agt,La découverte d'un métier clé à travers le portrait d'une mireuse.,"Quand elle me mirait, la bouche de Maman se tordait bizarrement, les dents crispées sur son rouge à lèvres trop clair.",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
mireuse_2,mireuse,euse,f,mirer_1,mirer,art,ins,Mais le résultat est là: une mireuse automatique de bouteilles utilise la vision artificielle.,"Quand elle me mirait, la bouche de Maman se tordait bizarrement, les dents crispées sur son rouge à lèvres trop clair.",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
mirlitonnade_1,mirlitonnade,ade,f,mirlitonner_1,mirlitonner,cog*evt,tsp,Ce sera l'occasion pour Michel Freyssinet d'y présenter «sa mirlitonnade sentimentale» aromatisée cabaret et tout en l'honneur des vins...,Il «mirlitonnait» à tout-va.,n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
miroir_1,miroir,oir,m,mirer_1,mirer,art,ins,"C'est un petit miroir de poche, à mettre dans sa trousse de toilette.","Quand elle me mirait, la bouche de Maman se tordait bizarrement, les dents crispées sur son rouge à lèvres trop clair.",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
mitraillade_1,mitraillade,ade,f,mitrailler_1,mitrailler,evt,tsp,"depuis l'offensive, depuis la mitraillade des gares et des convois par l'ennemi, les employés de la S.N.C.F., qui furent si souvent à la peine ces temps derniers, se sont mis d'eux-mêmes à l'honneur","Désormais, dans mon pays, il y a des gosses que l'on mitraille simplement parce qu'ils vont à l'école, et des filles que l'on décapite parce qu'il faut bien faire peur aux autres.",y,y,y,n,n,agt,pat,na,y,y,n,n,pat,agt,na,n
mitraillade_2,mitraillade,ade,f,mitrailler_1,mitrailler,evt-coll,tsp,Et la poursuite commença au milieu d'une mitraillade épouvantable.,"Désormais, dans mon pays, il y a des gosses que l'on mitraille simplement parce qu'ils vont à l'école, et des filles que l'on décapite parce qu'il faut bien faire peur aux autres.",y,y,y,n,n,agt,pat,na,y,y,n,n,na,na,na,n
mitraillage_1,mitraillage,age,m,mitrailler_1,mitrailler,evt,tsp,"En 2004, l'évacuation a été possible grâce au mitraillage des ponts par l'armée française","Désormais, dans mon pays, il y a des gosses que l'on mitraille simplement parce qu'ils vont à l'école, et des filles que l'on décapite parce qu'il faut bien faire peur aux autres.",y,y,y,n,n,agt,pat,na,y,y,n,n,pat,agt,na,n
mitraillement_1,mitraillement,ment,m,mitrailler_1,mitrailler,evt,tsp,Le bombardement d'un hôtel et le mitraillement des rues par les raiders firent d'autres victimes.,"Désormais, dans mon pays, il y a des gosses que l'on mitraille simplement parce qu'ils vont à l'école, et des filles que l'on décapite parce qu'il faut bien faire peur aux autres.",y,y,y,n,n,agt,pat,na,y,y,n,n,pat,agt,na,n
mitraillette_1,mitraillette,ette,f,mitrailler_1,mitrailler,art,ins,Veux -tu vraiment me coller le dos au mur et pointer une mitraillette sur moi?,"Désormais, dans mon pays, il y a des gosses que l'on mitraille simplement parce qu'ils vont à l'école, et des filles que l'on décapite parce qu'il faut bien faire peur aux autres.",y,y,y,n,n,agt,pat,na,na,na,na,na,na,na,na,n
mitrailleur_1,mitrailleur,eur.m,m,mitrailler_1,mitrailler,anm,agt,"Lors de l'attaque anglaise sur Mametz, les mitrailleurs allemands se sont battus jusqu'à la dernière minute","Désormais, dans mon pays, il y a des gosses que l'on mitraille simplement parce qu'ils vont à l'école, et des filles que l'on décapite parce qu'il faut bien faire peur aux autres.",y,y,y,n,n,agt,pat,na,na,na,na,na,na,na,na,n
mitrailleuse_1,mitrailleuse,euse,f,mitrailler_1,mitrailler,art,ins,"La plupart des mitrailleuses du début de la guerre étaient lourdes et relativement immobiles, exigeant une équipe de soldats.","Désormais, dans mon pays, il y a des gosses que l'on mitraille simplement parce qu'ils vont à l'école, et des filles que l'on décapite parce qu'il faut bien faire peur aux autres.",y,y,y,n,n,agt,pat,na,na,na,na,na,na,na,na,n
mixage_1,mixage,age,m,mixer_1,mixer,evt,tsp,"On tamise cette préparation à 250 micromètres, de façon à ôter les impuretés (refus du tamis), puis on procède à un mixage de façon à bien homogénéiser l'ensemble.",Sylvie a mixé la soupe et a rajouté de la crème.,y,y,y,y,n,agt,pat,na,y,y,y,n,pat,agt,na,n
mixage_2,mixage,age,m,mixer_1,mixer,art,res,"Ce mixage est placé dans le bain marie à 100°C pendant 30 min, après quoi une coloration rougeâtre apparait.",Sylvie a mixé la soupe et a rajouté de la crème.,y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
mixer_1,mixer,er,m,mixer_1,mixer,art,ins,"Versez la glace pilée dans un mixer, avec les 50 cl de lait.",Sylvie a mixé la soupe et a rajouté de la crème.,y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
mixeur_1,mixeur,eur.m,m,mixer_1,mixer,art,ins,Quels sont les critères à prendre en compte lors de l'achat d'un nouveau mixeur plongeant?,Sylvie a mixé la soupe et a rajouté de la crème.,y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
monétarisation_1,monétarisation,ion,f,monétariser_1,monétariser,evt*sta,tsp,Cette annonce laisse entrevoir la monétarisation par Facebook de son application gratuite de messagerie en la transformant en plateforme de commerce en ligne.,"dans le contexte de crise de la Covid, les banques centrales ont monétarisé les dettes publiques à tout va",y,y,y,v,y,agt,pat,na,y,y,v,y,pat,agt,na,n
monétarisation_2,monétarisation,ion,f,monétariser_se_1,monétariser,evt*sta,tsp,"on assiste, pour la première fois en Europe tempérée, à une monétarisation des échanges","L'économie s'est monétarisée plus rapidement, quoique lentement encore: la croissance de la masse monétaire atteint 33 % alors que l'inflation est à 12 %.",n,y,y,v,y,pat,na,na,y,y,v,y,pat,na,na,n
montage_1,montage,age,m,monter_2,monter,evt,tsp,"Le montage des pierres, des briques, moellons, pièces de bois, etc., se fait au moyen de cordes ou de chaînes; de bourriquets, de grues, de chèvres ou de treuils",Elle monta la malle avec peine dans la charrette et mis les couvertures dessus.,y,y,y,y,n,agt,thm,des,y,y,y,n,thm,des,agt,n
montage_2,montage,age,m,monter_4,monter,evt,tsp,"Fin avril 2017, Auto AG Limmattal a procédé au montage des dernières étagères et armoires.","Nous avons monté ce projet avec nos compétences, c'est à dire celles de bibliothécaire et de technicien en documentation sans l'aide extérieure d'un programmiste tel que nous l'aurions souhaité.",y,y,y,y,n,agt,res,na,y,y,y,n,res,agt,na,n
montage_3,montage,age,m,monter_4,monter,art,res,"Souhaitant ""troller"" un internaute d'origine serbe, il a exposé un montage sur lequel son visage a été apposé sur le corps d'un joueur suisse d'origine kosovare qui, durant la dernière Coupe du Monde de football avait, lors d'un match contre la Serbie, formé avec ses mains l'aigle bicéphale albanais, pays auquel une partie de la population de la jeune république des Balkans souhaite se rattacher.","Nous avons monté ce projet avec nos compétences, c'est à dire celles de bibliothécaire et de technicien en documentation sans l'aide extérieure d'un programmiste tel que nous l'aurions souhaité.",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
montaison_1,montaison,aison,f,monter_3,monter,evt,tsp,"Ce projet vise à faciliter la montaison des saumons au-delà d’une chute de 6 mètres de hauteur, partiellement franchissable en période d’étiage ou lors de très forte crue, situé à 60 km de l’embouchure de cette rivière.","Au pied du perron, il sauta impatiemment à terre, laissa tomber la bride de son cheval aux mains du domestique qui l'attendait, et monta l'escalier sans avoir dit un mot.",y,y,y,y,n,agt,pth,na,y,y,y,n,pth,agt,na,n
montaison_2,montaison,aison,f,monter_3,monter,evt-coll,tsp,"Alors que 350 saumons environ étaient attendus lors de la montaison, la Corporation du bassin de la Jacques-Cartier (CBJC) signale qu’en date du 26 juillet, 477 individus ont déjà remonté la rivière.","Au pied du perron, il sauta impatiemment à terre, laissa tomber la bride de son cheval aux mains du domestique qui l'attendait, et monta l'escalier sans avoir dit un mot.",y,y,y,y,n,agt,pth,na,y,y,n,n,na,na,na,n
montant_1,montant,ant,m,monter_6,monter,ppt,cau,"Vif et net, le vin a du montant, de l'élégance, tout en conservant une expression directe et toujours agréable.","Il manque de terrains au centre, il est normal que les prix montent.",n,y,y,v,y,pat,na,na,n,na,na,na,pvt,na,na,n
montant_2,montant,ant,m,monter_8,monter,art,pvt,"Il n'était pas loin de midi, une vague lueur blanchâtre filtrait entre le rideau et le montant de la fenêtre.","La route monte quelque peu après Pleucadec, dans un tournant on peut jouir d'une vue magnifique sur l'Etang de Gournava.",n,n,y,n,n,pvt,na,na,na,na,na,na,na,na,na,n
montant_3,montant,ant,m,monter_se_9,monter,fin,ext,"Ensuite, le montant approuvé est déposé directement dans votre compte bancaire.","En 2010, pour 10 groupes, la somme se monte à 9957,84 €, sans qu'on sache encore ce qu'il faudra y ajouter pour les autres groupes.",n,n,y,n,n,pvt,na,ext,na,na,na,na,na,na,na,n
monte_1,monte,conv_0,f,monter_5,monter,evt,tsp,"Si l'étalon n'est pas respectueux, il peut aller jusqu'à mordre la jument au sang pendant la monte.","Pour ajouter à l'inquiétude de la reine Catherine, Henri monte un cheval baptisé "" Malheureux "".",y,y,y,n,n,agt,ben,na,y,y,y,n,ben,agt,na,n
monte_2,monte,conv_0,f,monter_5,monter,evt,tsp,"Plusieurs épreuves en découlent, les principales sont: la monte du cheval sauvage, la monte du taureau et la capture du veau au lasso.","Pour ajouter à l'inquiétude de la reine Catherine, Henri monte un cheval baptisé "" Malheureux "".",y,y,y,n,n,agt,ben,na,y,y,n,n,ben,agt,na,n
monte_3,monte,conv_0,f,monter_5,monter,ppt,man,"Poursuivi par Ibn al-Dajn, un des compagnons de Balj qui lui porte plusieurs coups, l’Andalou réussit à s’échapper grâce à sa monte adroite, et grâce à son armure «où l’épée d’al-Husayn [b. al-Dajn] ne trouva pas la moindre faille».","Pour ajouter à l'inquiétude de la reine Catherine, Henri monte un cheval baptisé "" Malheureux "".",y,y,y,n,n,agt,ben,na,n,na,na,na,pvt,na,na,n
montée_1,montée,conv_12,f,monter_1,monter,evt*sta,tsp,"Les opérateurs pourraient également appliquer une montée des prix dans les zones où la fibre n'est pas totalement déployée, pour inciter la migration.","Les propriétaires monteront leurs prix de 30 %, sans qu'aucune condition d'intérêt général soit mise à la majoration des droits.",y,y,y,v,y,agt,pat,na,y,y,v,y,pat,agt,na,n
montée_2,montée,conv_12,f,monter_2,monter,evt,tsp,La fanfare de la PNH a procédé à la montée du drapeau au Lycée national de La Saline.,Elle monta la malle avec peine dans la charrette et mis les couvertures dessus.,y,y,y,y,n,agt,thm,des,y,y,y,n,thm,des,agt,n
